Componente1,Componente2
0.963223973991672,0.008804745631757482,
0.9448162218436451,0.019490262413195174,
0.9263689921871601,0.030175531146867572,
0.9078822873599889,0.04086030379480188,
0.8893561112583159,0.05154433233860993,
0.8707904693365836,0.06222736878927948,
0.8521853686072771,0.07290916519696447,
0.8703168436489767,0.07478472802901609,
0.8884088785810335,0.076658555075042,
0.9064614850881549,0.07853039856141823,
0.9244746764116155,0.08040001079282834,
0.9424484673487332,0.082267144162042,
0.960382874252286,0.0841315511596902,
0.9782779150298658,0.0859929843840363,
0.9961336091431725,0.08785119655074317,
0.99556196460308,0.09410831331851431,
0.9949510169813002,0.1003617148512149,
0.9943007903969989,0.10661115427525991,
0.9936113105200084,0.11285638487348168,
0.9928826045698137,0.11909716009486973,
0.9921147013144779,0.12533323356430426,
0.9913076310695066,0.1315643590922825,
0.9904614256966512,0.13779029068463805,
0.9895761186026509,0.14401078255225216,
0.9886517447379141,0.15022558912075706,
0.9876883405951378,0.15643446504023087,
0.986685944207868,0.1626371651948836,
0.985644595148998,0.16883344471273387,
0.9845643345292053,0.17502305897527604,
0.9834452049953297,0.18120576362713736,
0.9822872507286887,0.1873813145857246,
0.9810905174433341,0.19354946805086023,
0.9798550523842469,0.19970998051440703,
0.9775553646787918,0.1900200503765649,
0.9752170442748329,0.18032199313542172,
0.9728401429987066,0.17061556621659318,
0.970424714199856,0.16090052737611535,
0.9679708127487251,0.1511766347100083,
0.9654784950345924,0.14144364666382594,
0.9629478189633439,0.1317013220421922,
0.9603788439551889,0.12194942001832315,
0.9598227102356732,0.1438728169301669,
0.9592284009531923,0.1657861559299982,
0.9585959800566083,0.1876891973537933,
0.9579255129993648,0.20958170194405934,
0.9572170667369022,0.2314634308592799,
0.9564707097240153,0.2533341456833432,
0.9556865119121501,0.2751936084349554,
0.954864544746643,0.2970415815770349,
0.9529793415172189,0.30303526963277394,
0.9510565162951535,0.3090169943749474,
0.9490961449902946,0.3149865196553048,
0.9470983049947442,0.32094360980720954,
0.9450630751798048,0.32688802965494246,
0.9429905358928645,0.3328195445229866,
0.9408807689542255,0.3387379202452914,
0.9387338576538741,0.34464292317451706,
0.9365498867481924,0.35053432019125896,
0.934328942456612,0.35641187871325075,
0.932071112458211,0.36227536670454563,
0.9297764858882515,0.3681245526846779,
0.9274451533346613,0.37395920573780045,
0.925077206834458,0.37977909552180106,
0.9226727398701148,0.38558399227739654,
0.9202318473658704,0.3913736668372024,
0.9177546256839811,0.39714789063478056,
0.9152411726209175,0.40290643571366264,
0.9126915874035028,0.40864907473634904,
0.9101059706849957,0.41437558099328414,
0.9074844245411169,0.42008572841180625,
0.9048270524660196,0.42577929156507266,
0.9021339593682028,0.43145604568095897,
0.8994052515663711,0.4371157666509329,
0.8966410367852359,0.4427582310389015,
0.8938414241512638,0.44838321609003223,
0.8910065241883679,0.45399049973954675,
0.8881364488135446,0.4595798606214878,
0.8848285754077613,0.4436154561257598,
0.8814857545855653,0.4276326882619355,
0.8781081024164742,0.4116313378128436,
0.8746957363450876,0.3956111862949213,
0.8712487751864502,0.37957201596683976,
0.8677673391213617,0.3635136098381005,
0.8642515496916321,0.3474357516776014,
0.8607015297952834,0.3313382260221728,
0.8579228755310857,0.3582920620884818,
0.8551102406454882,0.3852258020713154,
0.8522637520758252,0.41213923286221693,
0.8493835380959159,0.4390321421545016,
0.8464697283110012,0.46590431845163854,
0.8435224536526271,0.49275555107559965,
0.8405418463734752,0.5195856301751773,
0.8375280400421418,0.5463943467342691,
0.8340784336131712,0.5516458706284302,
0.8305958991958127,0.556875616488188,
0.8270805742745618,0.5620833778521306,
0.8235325976284275,0.5672689491267565,
0.8199521093254524,0.5724321255945908,
0.8163392507171839,0.5775727034222676,
0.812694164433094,0.5826904796685761,
0.8090169943749475,0.5877852522924731,
0.8053078857111219,0.5928568201610592,
0.8015669848708766,0.5979049830575188,
0.7977944395385711,0.6029295416890247,
0.7939903986478353,0.6079302976946055,
0.7901550123756903,0.6129070536529765,
0.7862884321366189,0.6178596130903343,
0.7823908105765881,0.6227877804881126,
0.7784623015670235,0.6276913612907005,
0.7745030601987339,0.6325701619131244,
0.7705132427757891,0.6374239897486897,
0.7664930068093498,0.6422526531765844,
0.7624425110114479,0.6470559615694442,
0.7583619152887219,0.6518337253008788,
0.7542513807361039,0.6565857557529564,
0.7501110696304596,0.6613118653236518,
0.7459411454241821,0.6660118674342517,
0.7417417727387392,0.67068557653672,
0.7375131173581739,0.6753328081210244,
0.7332553462225601,0.6799533787224192,
0.7289686274214116,0.6845471059286886,
0.7246531301870467,0.6891138083873485,
0.7203090248879068,0.693653305812805,
0.7159364830218312,0.6981654189934726,
0.7115356772092855,0.7026499697988492,
0.7071067811865476,0.7071067811865475,
0.7026499697988492,0.7115356772092853,
0.6981654189934727,0.7159364830218311,
0.6936533058128049,0.7203090248879069,
0.6891138083873485,0.7246531301870466,
0.6845471059286887,0.7289686274214114,
0.6799533787224191,0.7332553462225601,
0.6753328081210245,0.7375131173581739,
0.6706855765367201,0.7417417727387392,
0.6660118674342517,0.7459411454241821,
0.6613118653236519,0.7501110696304595,
0.6565857557529564,0.7542513807361038,
0.6518337253008787,0.7583619152887219,
0.6470559615694443,0.7624425110114479,
0.6422526531765844,0.7664930068093498,
0.6374239897486897,0.7705132427757893,
0.6325701619131245,0.7745030601987338,
0.6276913612907005,0.7784623015670235,
0.6227877804881125,0.7823908105765881,
0.6178596130903343,0.7862884321366189,
0.6129070536529766,0.7901550123756903,
0.6079302976946054,0.7939903986478353,
0.6029295416890247,0.797794439538571,
0.5979049830575189,0.8015669848708765,
0.5928568201610592,0.805307885711122,
0.5877852522924731,0.8090169943749475,
0.5826904796685761,0.812694164433094,
0.5775727034222676,0.8163392507171839,
0.5724321255945909,0.8199521093254524,
0.5672689491267565,0.8235325976284275,
0.5620833778521306,0.8270805742745618,
0.5568756164881881,0.8305958991958126,
0.5516458706284303,0.8340784336131711,
0.546394346734269,0.8375280400421418,
0.5411212521268759,0.840944582298169,
0.5358267949789965,0.8443279255020151,
0.5305111843067342,0.8476779360850831,
0.5251746299612957,0.8509944817946918,
0.5198173426207094,0.8542774316992952,
0.5144395337815066,0.8575266561936522,
0.5090414157503714,0.8607420270039435,
0.5036232016357607,0.8639234171928354,
0.49818510533949084,0.86707070116449,
0.49272734154829156,0.8701837546695257,
0.4872501257253322,0.8732624548099202,
0.4817536741017153,0.8763066800438636,
0.4762382036679391,0.8793163101905562,
0.4707039321653325,0.8822912264349533,
0.4651510780774585,0.8852313113324551,
0.4595798606214879,0.8881364488135445,
0.4539904997395468,0.8910065241883678,
0.44838321609003245,0.8938414241512637,
0.4427582310389015,0.8966410367852359,
0.4371157666509328,0.8994052515663711,
0.431456045680959,0.9021339593682028,
0.42577929156507266,0.9048270524660196,
0.4200857284118062,0.907484424541117,
0.41437558099328425,0.9101059706849957,
0.4086490747363491,0.9126915874035028,
0.4029064357136627,0.9152411726209175,
0.3971478906347808,0.917754625683981,
0.39137366683720254,0.9202318473658703,
0.3855839922773964,0.9226727398701149,
0.356314188701803,0.9207315247759366,
0.32702939209780413,0.9187537892176184,
0.29772983222468347,0.9167394397126871,
0.2684157394245532,0.9146883842241251,
0.2390873446132601,0.9126005321640047,
0.20974487927127017,0.9104757943970636,
0.18038857543453024,0.9083140832442238,
0.15101866568530642,0.9061153124860537,
0.16856519678299975,0.9125707614832141,
0.18609858873495388,0.918988982828676,
0.20361907570721877,0.925369894702137,
0.22112689237531213,0.9317134167562088,
0.23862227391495305,0.9380194701195892,
0.25610545599277773,0.9442879774001759,
0.27357667475703673,0.9505188626881215,
0.29103616682827194,0.9567120515588304,
0.28501926246997616,0.9585217890173758,
0.2789911060392293,0.9602936856769431,
0.2729519355173254,0.9620276715860858,
0.2669019893203757,0.9637236782900097,
0.2608415062898968,0.9653816388332739,
0.25477072568338216,0.967001487762435,
0.24868988716485474,0.9685831611286311,
0.24259923079540735,0.9701265964901059,
0.23649899702372476,0.9716317329146739,
0.23038942667659063,0.9730985109821265,
0.22427076094938117,0.9745268727865771,
0.2181432413965427,0.9759167619387473,
0.21200710992205474,0.9772681235681935,
0.20586260876988136,0.9785809043254721,
0.19970998051440722,0.9798550523842469,
0.19354946805086018,0.9810905174433341,
0.18738131458572452,0.9822872507286887,
0.1812057636271374,0.9834452049953297,
0.17502305897527604,0.9845643345292053,
0.16883344471273382,0.985644595148998,
0.16263716519488372,0.986685944207868,
0.15643446504023092,0.9876883405951378,
0.15022558912075706,0.9886517447379141,
0.14401078255225233,0.9895761186026509,
0.1377902906846382,0.9904614256966512,
0.13156435909228256,0.9913076310695066,
0.12533323356430426,0.9921147013144779,
0.1190971600948697,0.9928826045698137,
0.1128563848734816,0.9936113105200084,
0.10661115427526,0.9943007903969989,
0.10036171485121491,0.9949510169813002,
0.09410831331851428,0.99556196460308,
0.08785119655074332,0.9961336091431725,
0.08159061156815764,0.9966659280340299,
0.07532680552793275,0.9971589002606139,
0.069060025714406,0.9976125063612252,
0.06279051952931353,0.9980267284282716,
0.0565185344820244,0.998401550108975,
0.0502443181797696,0.9987369566060175,
0.043968118317864895,0.9990329346781247,
0.03769018266993447,0.9992894726405892,
0.031410759078128396,0.9995065603657316,
0.02513009544333753,0.9996841892832999,
0.018848439715408175,0.999822352380809,
